iteration,action_noise_std,value_function_loss,surrogate_loss,entropy_loss,mean_reward,mean_episode_length,rew_air_time,rew_base_angular_vel,rew_base_linear_vel,rew_foot_clearance,rew_gait,rew_action_smoothness,rew_air_time_variance,rew_base_motion,rew_base_orientation,rew_foot_slip,rew_joint_acc,rew_joint_pos,rew_joint_torques,rew_joint_vel,terrain_level,error_vel_xy,error_vel_yaw,term_timeout,term_body_contact,term_out_of_bounds,total_timesteps
291,0.57,1.045,-0.005,12.587,361.47,1611.62,0.6246,3.4637,13.8918,0.2099,5.2544,-2.7143,-0.0037,-0.5446,-0.452,-0.3196,-0.1548,-0.4205,-0.0127,-0.0755,0.3844,1.0556,0.3837,0.6115,0.3885,0.0,34339200.0
292,0.57,0.7883,-0.0074,12.5641,379.91,1702.79,0.6823,3.8302,14.7174,0.2342,6.0537,-2.9909,-0.0038,-0.5764,-0.4852,-0.3641,-0.1604,-0.4277,-0.0137,-0.0823,0.3985,1.2778,0.4116,0.6133,0.3867,0.0,34456800.0
293,0.57,0.9462,-0.0075,12.5579,362.4,1607.6,0.6346,3.5416,13.8816,0.2177,5.5127,-2.7547,-0.0036,-0.5533,-0.4537,-0.3197,-0.1403,-0.4022,-0.0126,-0.0764,0.4114,1.1168,0.3782,0.6152,0.3848,0.0,34574400.0
294,0.57,0.9223,-0.009,12.5386,355.73,1594.19,0.6477,3.5013,13.2428,0.2159,5.551,-2.7254,-0.0036,-0.5518,-0.445,-0.3151,-0.1327,-0.378,-0.0124,-0.0762,0.4248,1.1948,0.3748,0.6168,0.3832,0.0,34692000.0
295,0.57,0.8549,-0.0092,12.5328,347.45,1531.4,0.6285,3.4084,13.686,0.2029,5.4949,-2.6715,-0.0035,-0.5345,-0.4318,-0.3274,-0.1353,-0.3675,-0.0122,-0.0743,0.4377,1.0548,0.3819,0.6182,0.3818,0.0,34809600.0
296,0.57,0.8571,-0.0039,12.5181,362.73,1657.6,0.629,3.6035,14.3875,0.2155,5.4801,-2.8116,-0.0037,-0.5585,-0.4583,-0.3464,-0.1698,-0.4398,-0.0133,-0.0795,0.4531,1.1048,0.4013,0.6202,0.3798,0.0,34927200.0
297,0.57,0.8772,-0.0043,12.4883,366.77,1666.02,0.661,3.6235,13.6832,0.2172,5.686,-2.8126,-0.0037,-0.5568,-0.4617,-0.3218,-0.1337,-0.4002,-0.0129,-0.0779,0.4695,1.2087,0.3894,0.6235,0.3765,0.0,35044800.0
298,0.57,0.7446,-0.0093,12.4554,385.97,1741.59,0.715,3.9157,15.3921,0.2343,6.0413,-3.0513,-0.0042,-0.6106,-0.5085,-0.3633,-0.1752,-0.4471,-0.0144,-0.0863,0.4838,1.2502,0.4281,0.6272,0.3728,0.0,35162400.0
299,0.57,0.9092,-0.008,12.4436,361.37,1638.79,0.6533,3.6892,14.1323,0.2175,5.7111,-2.8828,-0.0038,-0.5641,-0.471,-0.3657,-0.1767,-0.4385,-0.0136,-0.0821,0.4973,1.2163,0.4071,0.63,0.37,0.0,35280000.0
300,0.57,0.7963,-0.0085,12.4263,340.89,1549.69,0.6357,3.5007,13.5122,0.2067,5.3302,-2.7277,-0.0038,-0.5527,-0.46,-0.3477,-0.1445,-0.4183,-0.0126,-0.0769,0.5093,1.1487,0.3902,0.6334,0.3666,0.0,35397600.0
301,0.57,0.8226,-0.0072,12.4188,362.46,1620.97,0.6239,3.4043,13.3556,0.2011,5.4551,-2.6427,-0.0035,-0.5278,-0.4273,-0.3134,-0.1167,-0.3593,-0.012,-0.0742,0.5229,1.0659,0.3703,0.6346,0.3654,0.0,35515200.0
302,0.57,0.7983,-0.0077,12.3899,349.12,1604.2,0.6383,3.5596,13.6268,0.2075,5.5361,-2.7754,-0.0036,-0.5479,-0.4533,-0.3477,-0.1407,-0.4123,-0.0127,-0.0782,0.5341,1.1853,0.3948,0.6369,0.3631,0.0,35632800.0
303,0.57,0.7792,-0.0086,12.3627,357.83,1570.47,0.5961,3.2476,13.6157,0.1895,5.0198,-2.5162,-0.0034,-0.5201,-0.4245,-0.3166,-0.1444,-0.3644,-0.0118,-0.0721,0.5454,0.9065,0.3581,0.6386,0.3614,0.0,35750400.0
304,0.57,0.7499,0.0015,12.3622,355.35,1583.07,0.6369,3.6108,14.6387,0.2031,5.383,-2.8191,-0.0038,-0.5573,-0.5103,-0.3785,-0.1608,-0.463,-0.0132,-0.0807,0.5556,1.075,0.4063,0.6405,0.3595,0.0,35868000.0
305,0.57,0.8406,-0.0067,12.3503,358.43,1625.07,0.6636,3.6545,13.4772,0.2075,5.607,-2.848,-0.0038,-0.5779,-0.495,-0.3606,-0.1265,-0.4284,-0.013,-0.0807,0.5663,1.3096,0.4134,0.6427,0.3573,0.0,35985600.0
306,0.56,0.7694,-0.0099,12.3252,345.24,1542.67,0.5976,3.3534,12.6125,0.1917,5.1602,-2.5906,-0.0035,-0.5129,-0.422,-0.335,-0.1358,-0.4006,-0.0121,-0.0737,0.5755,1.1322,0.3683,0.6455,0.3545,0.0,36103200.0
307,0.56,0.8088,-0.0053,12.3123,349.82,1584.18,0.6343,3.7198,14.7802,0.2079,5.5516,-2.8795,-0.0038,-0.5672,-0.4855,-0.3758,-0.1522,-0.4806,-0.0134,-0.0815,0.5849,1.1448,0.4134,0.6473,0.3527,0.0,36220800.0
308,0.56,0.8518,-0.0092,12.2912,348.9,1548.8,0.6014,3.3609,13.5761,0.1917,5.2161,-2.589,-0.0033,-0.5109,-0.4295,-0.3138,-0.0993,-0.402,-0.0116,-0.0719,0.5943,0.998,0.3627,0.6481,0.3519,0.0,36338400.0
309,0.56,0.7914,-0.0094,12.2766,338.65,1513.46,0.6404,3.5508,13.971,0.1899,5.5296,-2.7576,-0.0036,-0.5516,-0.4651,-0.3665,-0.1502,-0.4191,-0.013,-0.0789,0.6021,1.1077,0.4052,0.6487,0.3513,0.0,36456000.0
310,0.56,0.7616,-0.0064,12.2535,340.14,1525.35,0.6308,3.4157,13.6505,0.1861,5.3228,-2.655,-0.0037,-0.5425,-0.4438,-0.348,-0.1359,-0.3997,-0.0123,-0.0774,0.6117,1.0936,0.4019,0.651,0.349,0.0,36573600.0
311,0.56,0.856,-0.0093,12.2306,343.82,1492.21,0.5921,3.2534,13.5281,0.1799,5.0361,-2.5234,-0.0034,-0.5079,-0.4221,-0.3341,-0.1389,-0.3911,-0.0119,-0.0728,0.621,0.917,0.3707,0.6512,0.3488,0.0,36691200.0
312,0.56,0.9611,-0.0039,12.2203,336.14,1464.64,0.5721,2.9668,11.8508,0.1619,4.7667,-2.3031,-0.0031,-0.4763,-0.3922,-0.2992,-0.1114,-0.3151,-0.0106,-0.0667,0.6288,0.935,0.3447,0.6524,0.3476,0.0,36808800.0
313,0.56,0.8186,-0.0054,12.2104,345.35,1558.71,0.6296,3.3623,13.1604,0.1798,5.0427,-2.6014,-0.0039,-0.5627,-0.4495,-0.3339,-0.1342,-0.4094,-0.0122,-0.078,0.6382,1.1082,0.3959,0.653,0.347,0.0,36926400.0
314,0.56,0.7194,-0.0061,12.2019,365.55,1586.71,0.6753,3.6779,14.9695,0.1937,5.7364,-2.8643,-0.0039,-0.5806,-0.5109,-0.3959,-0.1847,-0.4329,-0.0138,-0.084,0.6467,1.1054,0.4436,0.6541,0.3459,0.0,37044000.0
315,0.56,0.7468,-0.0044,12.1895,358.52,1592.96,0.6169,3.1263,12.0469,0.1701,5.029,-2.4129,-0.0035,-0.5093,-0.4159,-0.312,-0.1247,-0.3193,-0.0113,-0.071,0.6562,1.034,0.3621,0.6554,0.3446,0.0,37161600.0
316,0.56,0.797,-0.009,12.1635,349.25,1542.75,0.6443,3.3519,13.2907,0.1799,5.2121,-2.5928,-0.0038,-0.5608,-0.4567,-0.3282,-0.134,-0.3708,-0.0121,-0.0768,0.6644,1.0484,0.3954,0.6571,0.3429,0.0,37279200.0
317,0.56,0.7626,-0.0072,12.1435,344.82,1503.39,0.6819,3.4633,13.7675,0.1905,5.5094,-2.6664,-0.0039,-0.5722,-0.4499,-0.3266,-0.1324,-0.3577,-0.0124,-0.0788,0.6726,1.1064,0.394,0.6584,0.3416,0.0,37396800.0
318,0.56,0.7107,-0.0094,12.1208,360.66,1634.37,0.6923,3.5761,14.0371,0.1964,5.6281,-2.7507,-0.0039,-0.5842,-0.4771,-0.3429,-0.1442,-0.3749,-0.0128,-0.0814,0.6828,1.1526,0.4033,0.6593,0.3407,0.0,37514400.0
319,0.56,0.9554,-0.0083,12.1233,365.29,1612.95,0.726,3.6249,14.2614,0.1954,5.9103,-2.79,-0.004,-0.5865,-0.4765,-0.3535,-0.1376,-0.3404,-0.013,-0.0828,0.693,1.1414,0.4109,0.6603,0.3397,0.0,37632000.0
320,0.56,0.973,-0.009,12.1146,313.74,1368.62,0.5668,2.8917,11.9612,0.1505,4.5812,-2.2306,-0.0032,-0.477,-0.3957,-0.2929,-0.098,-0.3074,-0.0103,-0.0655,0.7015,0.8129,0.3326,0.6604,0.3396,0.0,37749600.0
321,0.56,0.8359,-0.0092,12.1058,291.23,1302.22,0.5565,2.8244,11.2905,0.1467,4.3809,-2.1808,-0.0032,-0.4795,-0.3915,-0.2864,-0.0942,-0.3164,-0.01,-0.0661,0.7088,0.881,0.3357,0.6591,0.3409,0.0,37867200.0
322,0.56,0.9204,-0.0098,12.091,306.88,1378.05,0.6641,3.3737,12.8434,0.1671,5.3224,-2.6222,-0.0039,-0.5618,-0.4921,-0.3707,-0.1512,-0.3669,-0.0124,-0.0791,0.7154,1.1791,0.4119,0.6576,0.3424,0.0,37984800.0
323,0.56,0.9092,-0.0051,12.0779,295.45,1356.04,0.5529,2.7644,10.4629,0.1453,4.334,-2.1317,-0.0032,-0.4827,-0.3818,-0.2679,-0.0979,-0.2966,-0.0098,-0.0647,0.722,0.938,0.3346,0.6573,0.3427,0.0,38102400.0
324,0.56,0.8036,-0.0096,12.0584,313.23,1442.49,0.6228,3.3615,12.9559,0.1752,5.0422,-2.5883,-0.0038,-0.562,-0.4501,-0.34,-0.1315,-0.4097,-0.0121,-0.0782,0.7298,1.1282,0.4041,0.6568,0.3432,0.0,38220000.0
325,0.55,0.7705,-0.0095,12.0401,304.88,1408.01,0.5418,3.0335,12.636,0.1514,4.2957,-2.3464,-0.0034,-0.5106,-0.4281,-0.3229,-0.1469,-0.4295,-0.0114,-0.0718,0.7377,0.8859,0.3638,0.6573,0.3427,0.0,38337600.0
326,0.55,0.7608,0.0076,12.0241,310.08,1420.21,0.6222,3.2182,11.8126,0.1665,5.0909,-2.471,-0.0035,-0.5279,-0.4245,-0.3254,-0.1415,-0.3448,-0.0117,-0.0758,0.745,1.1707,0.3691,0.6576,0.3424,0.0,38455200.0
327,0.55,0.7716,-0.0032,12.0232,327.83,1487.28,0.65,3.2479,12.8704,0.1735,5.1797,-2.4847,-0.0037,-0.541,-0.4314,-0.3196,-0.1528,-0.3247,-0.012,-0.0764,0.7534,1.0268,0.3684,0.6577,0.3423,0.0,38572800.0
328,0.55,0.8045,-0.0096,12.0046,319.16,1409.68,0.679,3.3225,13.0804,0.1744,5.2544,-2.5419,-0.0039,-0.5731,-0.4717,-0.3295,-0.1408,-0.3377,-0.0122,-0.0777,0.7595,1.0895,0.3958,0.6584,0.3416,0.0,38690400.0
329,0.55,0.8416,-0.0092,11.9826,323.07,1440.66,0.6482,3.2686,12.6076,0.1702,5.1725,-2.4991,-0.0037,-0.5448,-0.4438,-0.3235,-0.12,-0.3435,-0.0117,-0.0763,0.7665,1.1037,0.3816,0.6591,0.3409,0.0,38808000.0
330,0.55,0.6971,-0.0085,11.9705,334.02,1480.63,0.7063,3.4614,13.9227,0.1784,5.4648,-2.6533,-0.0042,-0.5977,-0.4933,-0.3571,-0.1538,-0.3528,-0.0127,-0.0827,0.7743,1.0566,0.4161,0.6606,0.3394,0.0,38925600.0
331,0.55,0.8092,-0.0064,11.9486,352.11,1553.56,0.7289,3.6454,15.2544,0.1909,5.7113,-2.7808,-0.0042,-0.6284,-0.5075,-0.3485,-0.1822,-0.3823,-0.0136,-0.0868,0.7816,1.0141,0.4215,0.6618,0.3382,0.0,39043200.0
332,0.55,0.7412,-0.0073,11.9357,345.24,1477.5,0.6499,3.1423,13.3479,0.1589,4.8825,-2.4081,-0.0039,-0.5585,-0.4463,-0.3216,-0.1307,-0.3294,-0.0115,-0.0752,0.7896,0.8667,0.3851,0.6624,0.3376,0.0,39160800.0
333,0.55,0.9472,-0.0084,11.9192,309.66,1348.75,0.5475,2.9071,12.0857,0.1448,4.4536,-2.2192,-0.0031,-0.4843,-0.3901,-0.2864,-0.0994,-0.3442,-0.0103,-0.0667,0.7984,0.8309,0.3371,0.6643,0.3357,0.0,39278400.0
334,0.55,0.833,-0.0108,11.9046,323.26,1410.62,0.6093,3.234,13.5803,0.1628,5.0232,-2.4748,-0.0035,-0.5201,-0.4344,-0.3255,-0.1252,-0.3705,-0.0117,-0.0748,0.806,0.9058,0.3732,0.6666,0.3334,0.0,39396000.0
335,0.55,0.7606,-0.0088,11.8969,310.93,1351.07,0.6199,3.0568,11.282,0.1588,4.8853,-2.3373,-0.0035,-0.5123,-0.3946,-0.31,-0.1619,-0.3012,-0.0114,-0.0755,0.8137,1.1419,0.3488,0.6683,0.3317,0.0,39513600.0
336,0.55,0.7916,-0.0084,11.8902,307.78,1363.29,0.6439,3.2721,13.1246,0.1637,5.0708,-2.4912,-0.0038,-0.5594,-0.4448,-0.328,-0.1675,-0.3512,-0.0122,-0.0785,0.8192,0.9808,0.3712,0.6688,0.3312,0.0,39631200.0
337,0.55,0.6569,-0.0044,11.8793,334.0,1527.03,0.6327,3.3125,12.2616,0.1664,5.1728,-2.513,-0.0036,-0.5535,-0.4414,-0.3161,-0.1431,-0.3584,-0.0119,-0.0783,0.8267,1.1583,0.3708,0.6701,0.3299,0.0,39748800.0
338,0.55,0.7304,-0.0077,11.8592,298.62,1377.81,0.5847,3.0225,11.6488,0.1499,4.5515,-2.3062,-0.0034,-0.5121,-0.4151,-0.3078,-0.138,-0.3545,-0.011,-0.072,0.8339,1.0051,0.348,0.6711,0.3289,0.0,39866400.0
339,0.55,0.8088,-0.0082,11.8549,306.45,1370.47,0.6413,3.1459,12.6865,0.1613,4.958,-2.385,-0.0037,-0.544,-0.4398,-0.2988,-0.1334,-0.3127,-0.0113,-0.0755,0.8413,0.9299,0.352,0.6719,0.3281,0.0,39984000.0
340,0.55,0.8242,-0.0076,11.8448,337.7,1494.89,0.6925,3.3656,13.5198,0.1729,5.2105,-2.5504,-0.004,-0.5838,-0.4581,-0.2952,-0.1127,-0.3472,-0.0118,-0.0807,0.8508,0.9976,0.3804,0.6745,0.3255,0.0,40101600.0
341,0.55,0.8122,-0.0102,11.8423,348.0,1514.39,0.7031,3.4649,13.6182,0.1739,5.6567,-2.6252,-0.0039,-0.5732,-0.4732,-0.3432,-0.1458,-0.3186,-0.0126,-0.0822,0.8598,1.0945,0.3891,0.676,0.324,0.0,40219200.0
342,0.55,0.6993,-0.0093,11.807,326.91,1454.9,0.6054,2.9694,11.9319,0.1498,4.7391,-2.2505,-0.0034,-0.5074,-0.4032,-0.303,-0.1265,-0.293,-0.0108,-0.0709,0.8673,0.9174,0.3409,0.676,0.324,0.0,40336800.0
343,0.55,0.7152,-0.0092,11.7895,347.14,1487.94,0.6538,3.2365,13.3617,0.1576,5.162,-2.463,-0.0036,-0.5511,-0.4256,-0.3346,-0.1222,-0.3256,-0.0116,-0.0778,0.875,0.9613,0.3775,0.6765,0.3235,0.0,40454400.0
344,0.54,0.6208,-0.0082,11.7611,350.77,1500.79,0.7155,3.2815,13.749,0.1677,5.2917,-2.4852,-0.0041,-0.5926,-0.4702,-0.3058,-0.1349,-0.2982,-0.0119,-0.0802,0.8832,0.9303,0.3944,0.6777,0.3223,0.0,40572000.0
345,0.54,0.7139,-0.0069,11.7478,333.04,1479.21,0.6326,3.2532,13.0324,0.1604,4.8226,-2.4712,-0.0039,-0.5867,-0.4567,-0.3267,-0.1579,-0.3955,-0.012,-0.0807,0.8893,1.009,0.3891,0.6786,0.3214,0.0,40689600.0
346,0.54,0.6386,-0.0053,11.7263,347.32,1528.32,0.6986,3.3738,13.0783,0.1698,5.3816,-2.5544,-0.004,-0.5768,-0.4651,-0.3284,-0.128,-0.3266,-0.0121,-0.08,0.8971,1.1065,0.3826,0.6793,0.3207,0.0,40807200.0
347,0.54,0.7177,-0.0065,11.7021,334.37,1434.98,0.6358,3.0292,12.4234,0.1454,4.7981,-2.3004,-0.0037,-0.5368,-0.4319,-0.3081,-0.1229,-0.3024,-0.011,-0.0739,0.9031,0.907,0.3642,0.68,0.32,0.0,40924800.0
348,0.54,0.6438,-0.0082,11.6902,367.64,1585.94,0.7433,3.641,14.5324,0.1828,5.7534,-2.7496,-0.0042,-0.6208,-0.5011,-0.3436,-0.1491,-0.3623,-0.0132,-0.0867,0.913,1.1096,0.4161,0.6818,0.3182,0.0,41042400.0
349,0.54,0.6914,-0.0081,11.6696,371.65,1570.19,0.6301,3.1729,13.6766,0.152,4.8333,-2.3994,-0.0037,-0.5441,-0.4308,-0.3031,-0.1389,-0.3522,-0.0116,-0.0767,0.9216,0.8093,0.3617,0.6839,0.3161,0.0,41160000.0
350,0.54,0.7619,-0.0025,11.6638,349.23,1498.22,0.6214,3.1884,12.9967,0.1608,4.8019,-2.4078,-0.0036,-0.5528,-0.446,-0.2853,-0.1184,-0.367,-0.0113,-0.0763,0.9286,0.9523,0.3617,0.6847,0.3153,0.0,41277600.0
351,0.54,0.572,-0.0082,11.6482,331.83,1446.45,0.6097,2.9892,12.2619,0.1496,4.644,-2.2479,-0.0036,-0.5261,-0.4208,-0.2849,-0.1366,-0.3081,-0.011,-0.073,0.9353,0.8774,0.3401,0.6833,0.3167,0.0,41395200.0
352,0.54,0.7471,-0.0084,11.6006,368.37,1564.97,0.7158,3.4846,14.7206,0.1727,5.5352,-2.6229,-0.004,-0.5998,-0.5073,-0.3268,-0.162,-0.3348,-0.0127,-0.0852,0.9435,0.9583,0.391,0.6837,0.3163,0.0,41512800.0
353,0.54,0.6101,-0.0085,11.585,359.3,1559.81,0.7388,3.6398,14.6556,0.1795,5.8225,-2.7304,-0.004,-0.6066,-0.4961,-0.341,-0.1245,-0.3505,-0.0127,-0.0853,0.951,1.103,0.4026,0.6843,0.3157,0.0,41630400.0
354,0.54,0.6985,-0.0081,11.5643,370.38,1582.87,0.7515,3.6241,14.5533,0.1889,5.8613,-2.7118,-0.0041,-0.6205,-0.5045,-0.3141,-0.1197,-0.3272,-0.0127,-0.0854,0.9584,1.1181,0.3959,0.6857,0.3143,0.0,41748000.0
355,0.54,0.6618,-0.0076,11.5281,374.91,1608.63,0.722,3.532,14.3116,0.1742,5.5859,-2.6559,-0.0041,-0.6047,-0.4884,-0.331,-0.1739,-0.3437,-0.0131,-0.0864,0.9654,1.0203,0.3996,0.6855,0.3145,0.0,41865600.0
356,0.54,0.691,-0.0074,11.5048,372.44,1556.65,0.6902,3.3694,15.0175,0.1675,5.092,-2.5216,-0.0041,-0.6021,-0.4874,-0.3018,-0.1358,-0.3623,-0.0121,-0.0827,0.9744,0.788,0.3788,0.6857,0.3143,0.0,41983200.0
357,0.54,0.6145,-0.0066,11.4951,365.55,1609.48,0.807,3.9001,14.8653,0.1952,5.9356,-2.9151,-0.0048,-0.7039,-0.5643,-0.3377,-0.1529,-0.408,-0.0139,-0.095,0.9853,1.3068,0.4497,0.6859,0.3141,0.0,42100800.0
358,0.53,0.5891,-0.0082,11.4851,371.52,1625.64,0.6969,3.4184,13.9235,0.1706,5.3818,-2.5625,-0.004,-0.5937,-0.4749,-0.3056,-0.1328,-0.3471,-0.0122,-0.0828,0.9946,1.043,0.3872,0.6866,0.3134,0.0,42218400.0
359,0.53,0.7245,-0.0061,11.4751,391.68,1692.15,0.7939,3.729,14.7591,0.1894,6.0231,-2.7961,-0.0044,-0.6434,-0.5196,-0.3303,-0.1255,-0.3342,-0.013,-0.0899,1.0069,1.1858,0.4152,0.6877,0.3123,0.0,42336000.0
360,0.53,0.625,-0.0053,11.4705,389.96,1656.64,0.7898,3.707,15.5504,0.1955,5.8189,-2.7602,-0.0046,-0.6579,-0.5339,-0.3107,-0.158,-0.3435,-0.0133,-0.0909,1.0191,1.0176,0.3996,0.6892,0.3108,0.0,42453600.0
361,0.53,0.6604,-0.0038,11.4575,391.11,1654.07,0.7408,3.952,16.6867,0.1991,5.8424,-2.9433,-0.0045,-0.6612,-0.5399,-0.3442,-0.1431,-0.4623,-0.0139,-0.0942,1.0307,1.0351,0.4148,0.6901,0.3099,0.0,42571200.0
362,0.53,0.634,-0.0091,11.4271,389.98,1691.72,0.7895,3.9132,15.7981,0.1964,6.0174,-2.932,-0.0046,-0.6714,-0.5494,-0.3545,-0.1565,-0.412,-0.0139,-0.0961,1.0426,1.1605,0.4418,0.6922,0.3078,0.0,42688800.0
363,0.53,0.5421,-0.0066,11.4109,402.06,1772.59,0.8129,4.0501,16.231,0.2079,6.2981,-3.008,-0.0047,-0.6855,-0.5542,-0.3547,-0.2164,-0.4038,-0.015,-0.0996,1.0549,1.2392,0.4262,0.6947,0.3053,0.0,42806400.0
364,0.53,0.6047,-0.0071,11.3776,387.58,1671.99,0.8006,3.7862,15.9001,0.1903,5.8848,-2.8154,-0.0046,-0.6746,-0.5317,-0.3344,-0.1513,-0.3684,-0.0135,-0.0933,1.0651,1.0386,0.4181,0.6961,0.3039,0.0,42924000.0
365,0.53,0.4704,-0.0046,11.3581,404.07,1673.39,0.779,3.7114,16.3951,0.1862,5.9591,-2.7665,-0.0043,-0.6366,-0.523,-0.3319,-0.1573,-0.3331,-0.0133,-0.0911,1.0779,0.8743,0.4043,0.6975,0.3025,0.0,43041600.0
366,0.53,0.5621,-0.0061,11.3266,430.06,1746.83,0.7791,3.7103,15.4966,0.196,5.9362,-2.745,-0.0043,-0.6401,-0.5168,-0.3094,-0.1525,-0.3294,-0.0132,-0.0906,1.09,1.0164,0.3906,0.6989,0.3011,0.0,43159200.0
367,0.53,0.5114,-0.0028,11.3295,409.92,1741.76,0.8206,3.8984,16.2185,0.1982,6.1566,-2.8979,-0.0047,-0.6885,-0.5547,-0.3501,-0.1836,-0.3657,-0.0142,-0.0971,1.103,1.1105,0.4286,0.7004,0.2996,0.0,43276800.0
368,0.53,0.6517,-0.0089,11.2997,435.15,1817.05,0.8249,4.0911,17.4969,0.2053,6.3352,-3.0293,-0.0048,-0.7062,-0.5657,-0.3587,-0.1865,-0.4103,-0.0148,-0.1008,1.1186,1.0512,0.4366,0.7036,0.2964,0.0,43394400.0
369,0.53,0.5737,-0.0084,11.2597,438.6,1848.7,0.8388,4.1848,17.1345,0.2135,6.6166,-3.094,-0.0046,-0.6894,-0.5695,-0.3555,-0.1774,-0.3948,-0.0149,-0.102,1.1351,1.1973,0.424,0.7066,0.2934,0.0,43512000.0
370,0.53,0.517,-0.0075,11.2411,427.07,1797.83,0.8527,4.0555,17.166,0.2105,6.4855,-2.996,-0.0047,-0.6991,-0.5666,-0.3596,-0.1827,-0.3565,-0.0146,-0.1001,1.1526,1.0957,0.4261,0.7079,0.2921,0.0,43629600.0
371,0.53,0.5956,-0.0063,11.2236,425.89,1793.6,0.78,3.8485,15.9387,0.1962,5.87,-2.8332,-0.0046,-0.6679,-0.5273,-0.3384,-0.1846,-0.3926,-0.0141,-0.0951,1.1692,1.0429,0.4079,0.7098,0.2902,0.0,43747200.0
372,0.53,0.5255,-0.0073,11.2066,436.36,1867.14,0.8321,4.278,18.3247,0.2187,6.6705,-3.164,-0.0047,-0.6997,-0.5779,-0.3803,-0.1857,-0.4401,-0.0153,-0.1035,1.1837,1.0947,0.4493,0.7114,0.2886,0.0,43864800.0
373,0.52,0.614,-0.0016,11.1971,402.31,1721.71,0.8036,3.874,15.9655,0.1948,6.039,-2.8602,-0.0046,-0.6714,-0.5425,-0.3255,-0.1382,-0.373,-0.0135,-0.0945,1.2012,1.0784,0.4112,0.7141,0.2859,0.0,43982400.0
374,0.52,0.5644,-0.0025,11.1747,418.23,1760.54,0.8225,3.9234,16.4871,0.195,6.1191,-2.8931,-0.0047,-0.6877,-0.5587,-0.3369,-0.1653,-0.3712,-0.014,-0.0982,1.2173,1.0607,0.417,0.7151,0.2849,0.0,44100000.0
375,0.52,0.6233,-0.0058,11.1566,423.72,1801.27,0.8391,3.9842,16.264,0.1991,6.2063,-2.9401,-0.0048,-0.7025,-0.5562,-0.3611,-0.1573,-0.3848,-0.0142,-0.0994,1.2334,1.1323,0.4355,0.7168,0.2832,0.0,44217600.0
376,0.52,0.6236,-0.0087,11.1355,418.76,1713.0,0.7943,3.7892,16.2469,0.1913,6.0262,-2.7836,-0.0044,-0.6536,-0.5288,-0.3242,-0.1377,-0.3422,-0.0132,-0.0926,1.2479,0.9598,0.3963,0.7172,0.2828,0.0,44335200.0
377,0.52,0.4673,-0.0068,11.1225,428.08,1806.19,0.8691,4.2031,16.9999,0.2129,6.6335,-3.0915,-0.0049,-0.7208,-0.5797,-0.3561,-0.15,-0.397,-0.0147,-0.1022,1.264,1.2296,0.4518,0.7179,0.2821,0.0,44452800.0
378,0.52,0.5931,-0.009,11.0853,436.03,1828.98,0.8434,4.0379,16.6049,0.2069,6.3776,-2.9552,-0.0048,-0.6933,-0.5545,-0.3511,-0.1633,-0.3704,-0.0144,-0.0995,1.2805,1.1364,0.4213,0.72,0.28,0.0,44570400.0
379,0.52,0.5621,-0.0079,11.0466,441.56,1831.76,0.8515,4.1308,17.4198,0.2085,6.4784,-3.0303,-0.0048,-0.7194,-0.5749,-0.3603,-0.1511,-0.396,-0.0144,-0.102,1.2969,1.0671,0.4381,0.7219,0.2781,0.0,44688000.0
380,0.52,0.5187,-0.0064,11.0201,413.37,1719.65,0.778,3.7779,15.8316,0.186,5.9737,-2.7734,-0.0043,-0.6475,-0.5197,-0.3257,-0.1297,-0.3534,-0.013,-0.0927,1.3143,1.024,0.3921,0.723,0.277,0.0,44805600.0
381,0.52,0.5742,-0.0058,11.0024,427.53,1792.22,0.8509,4.0562,16.5555,0.2092,6.4736,-2.9648,-0.0047,-0.6944,-0.5647,-0.3364,-0.1427,-0.3559,-0.0141,-0.0991,1.329,1.1774,0.4124,0.7239,0.2761,0.0,44923200.0
382,0.52,0.5583,-0.0082,10.9666,427.22,1776.45,0.8169,3.9416,16.6192,0.1982,6.2247,-2.8908,-0.0046,-0.6769,-0.5422,-0.3356,-0.1604,-0.3658,-0.014,-0.0979,1.3438,1.0232,0.4105,0.7241,0.2759,0.0,45040800.0
383,0.52,0.6075,-0.0026,10.9577,427.93,1758.33,0.8264,4.0009,17.0156,0.1986,6.3918,-2.9403,-0.0046,-0.6787,-0.5511,-0.3584,-0.1669,-0.3654,-0.0142,-0.1,1.3587,1.0422,0.4219,0.7266,0.2734,0.0,45158400.0
384,0.52,0.5972,-0.0071,10.929,415.02,1771.12,0.8272,3.7948,15.2664,0.19,5.9978,-2.7675,-0.0047,-0.6824,-0.5375,-0.32,-0.1368,-0.3336,-0.0133,-0.0939,1.3727,1.1547,0.3996,0.728,0.272,0.0,45276000.0
385,0.51,0.5376,-0.0093,10.8981,399.86,1705.67,0.7494,3.6287,14.6846,0.1788,5.7804,-2.6542,-0.0042,-0.6214,-0.4922,-0.3368,-0.1801,-0.3304,-0.0132,-0.0919,1.3864,1.0485,0.3734,0.7306,0.2694,0.0,45393600.0
386,0.51,0.5871,-0.0071,10.8813,402.58,1721.38,0.7828,3.7536,15.2232,0.184,6.0009,-2.7418,-0.0043,-0.6463,-0.5202,-0.3344,-0.1697,-0.3379,-0.0135,-0.0932,1.3995,1.101,0.394,0.7318,0.2682,0.0,45511200.0
